[elsc], 0, aries_test.tscn, start
[pos], 16, 256.0, 512.0, 0.0
[pos], 33, 266.380035400391, 512.0, 0.0
[pos], 50, 274.042572021484, 512.0, 0.0
[pos], 66, 281.804351806641, 512.0, 0.0
[pos], 83, 289.675537109375, 512.0, 0.0
[pos], 99, 297.582550048828, 512.0, 0.0
[pos], 116, 305.032836914063, 512.0, 0.0
[pos], 133, 313.454803466797, 512.0, 0.0
[pos], 150, 321.27099609375, 512.0, 0.0
[pos], 166, 329.539031982422, 512.0, 0.0
[pos], 183, 337.52294921875, 512.0, 0.0
[pos], 199, 345.966339111328, 512.0, 0.0
[pos], 216, 354.328216552734, 512.0, 0.0
[pos], 233, 362.521881103516, 512.0, 0.0
[pos], 249, 371.176483154297, 512.0, 0.0
[pos], 266, 379.587371826172, 512.0, 0.0
[pos], 283, 388.007080078125, 512.0, 0.0
[pos], 300, 396.937927246094, 512.0, 0.0
[pos], 316, 405.311828613281, 512.0, 0.0
[pos], 333, 414.370544433594, 512.0, 0.0
[pos], 350, 423.520233154297, 512.0, 0.0
[pos], 366, 432.279296875, 512.0, 0.0
[pos], 383, 441.186279296875, 512.0, 0.0
[pos], 399, 450.494354248047, 512.0, 0.0
[pos], 416, 459.340637207031, 512.0, 0.0
[pos], 433, 468.785186767578, 512.0, 0.0
[pos], 449, 477.875152587891, 512.0, 0.0
[pos], 466, 487.476013183594, 512.0, 0.0
[pos], 483, 496.700775146484, 512.0, 0.0
[pos], 499, 506.233978271484, 512.0, 0.0
[pos], 516, 515.32275390625, 512.0, 0.0
[pos], 533, 524.608825683594, 512.0, 0.0
[pos], 550, 534.3125, 512.0, 0.0
[pos], 566, 543.521606445313, 512.0, 0.0
[pos], 583, 553.180908203125, 512.0, 0.0
[pos], 600, 562.289123535156, 512.0, 0.0
[pos], 616, 571.128051757813, 512.0, 0.0
[pos], 633, 580.531799316406, 512.0, 0.0
[pos], 650, 589.458374023438, 512.0, 0.0
[pos], 666, 598.720581054688, 512.0, 0.0
[pos], 683, 607.453857421875, 512.0, 0.0
[pos], 700, 615.918212890625, 512.0, 0.0
[pos], 716, 624.966674804688, 512.0, 0.0
[pos], 733, 633.914733886719, 512.0, 0.0
[pos], 750, 642.3955078125, 512.0, 0.0
[pos], 766, 650.760925292969, 512.0, 0.0
[pos], 783, 659.523376464844, 512.0, 0.0
[pos], 800, 667.768005371094, 512.0, 0.0
[pos], 816, 676.18994140625, 512.0, 0.0
[pos], 833, 684.324829101563, 512.0, 0.0
[pos], 850, 692.872192382813, 512.0, 0.0
[pos], 866, 701.035522460938, 512.0, 0.0
[pos], 883, 709.251647949219, 512.0, 0.0
[pos], 900, 717.756286621094, 512.0, 0.0
[pos], 916, 726.589965820313, 512.0, 0.0
[pos], 933, 734.980407714844, 512.0, 0.0
[pos], 950, 743.362854003906, 512.0, 0.0
[pos], 966, 752.056762695313, 512.0, 0.0
[pos], 983, 760.376831054688, 512.0, 0.0
[pos], 1000, 768.320617675781, 512.0, 0.0
[pos], 1016, 776.806579589844, 512.0, 0.0
[pos], 1033, 784.76123046875, 512.0, 0.0
[pos], 1050, 793.113220214844, 512.0, 0.0
[pos], 1066, 800.954956054688, 512.0, 0.0
[pos], 1083, 808.576354980469, 512.0, 0.0
[pos], 1100, 816.65966796875, 512.010009765625, 0.01260999962687
[pos], 1116, 824.618957519531, 512.467834472656, 0.09783498942852
[sad], 1116, attach, 0.315
[pos], 1133, 829.984252929688, 507.325073242188, -0.76977837085724
[pos], 1150, 836.060363769531, 501.9384765625, -0.68470072746277
[pos], 1166, 842.427062988281, 497.187622070313, -0.6013411283493
[pos], 1183, 849.246887207031, 492.938323974609, -0.51707303524017
[pos], 1200, 856.458679199219, 489.251586914063, -0.43406701087952
[pos], 1216, 863.879577636719, 486.218597412109, -0.34803754091263
[pos], 1233, 871.761169433594, 483.756988525391, -0.26146912574768
[pos], 1250, 879.796447753906, 481.990417480469, -0.17545180022717
[pos], 1266, 888.046936035156, 480.914398193359, -0.08830620348454
[pos], 1283, 896.456359863281, 480.560974121094, -0.00204589450732
[pos], 1300, 904.743347167969, 480.939575195313, 0.08682434260845
[pos], 1316, 913.215698242188, 482.080200195313, 0.17635104060173
[pos], 1333, 921.599975585938, 483.987030029297, 0.26639831066132
[pos], 1350, 929.882690429688, 486.678924560547, 0.35755088925362
[pos], 1366, 937.909606933594, 490.125457763672, 0.44896301627159
[pos], 1383, 945.66357421875, 494.335723876953, 0.53933918476105
[pos], 1400, 952.889099121094, 499.164520263672, 0.63219922780991
[pos], 1416, 960.218627929688, 505.14013671875, 0.7311065196991
[pos], 1433, 966.674438476563, 511.539031982422, 0.82614713907242
[pos], 1449, 972.522094726563, 518.558898925781, 0.92163264751434
[pos], 1466, 977.685791015625, 526.124450683594, 1.01737749576569
[pos], 1483, 982.147033691406, 534.238952636719, 1.11192739009857
[pos], 1499, 985.744201660156, 542.589904785156, 1.20905482769012
[pos], 1516, 988.604675292969, 551.507263183594, 1.30682945251465
[pos], 1533, 990.587585449219, 560.702575683594, 1.40503633022308
[pos], 1549, 991.664978027344, 570.131530761719, 1.50405871868134
[pos], 1566, 991.80126953125, 579.722595214844, 1.6019139289856
[pos], 1583, 990.9677734375, 589.360107421875, 1.70301043987274
[pos], 1599, 989.198425292969, 598.735107421875, 1.80448806285858
[pos], 1616, 986.215515136719, 608.713195800781, 1.91304385662079
[pos], 1633, 982.397155761719, 617.837951660156, 2.0160915851593
[pos], 1649, 977.886169433594, 626.152526855469, 2.11456489562988
[pos], 1666, 972.175659179688, 634.515258789063, 2.21774935722351
[pos], 1683, 965.765319824219, 642.0712890625, 2.32321405410767
[pos], 1699, 958.405700683594, 649.105285644531, 2.42915797233582
[pos], 1716, 950.265197753906, 655.37548828125, 2.53602910041809
[pos], 1733, 941.456665039063, 660.765930175781, 2.64347171783447
[pos], 1749, 932.063842773438, 665.204528808594, 2.75146889686584
[pos], 1766, 922.23681640625, 668.607666015625, 2.85718607902527
[pos], 1783, 912.229187011719, 670.90771484375, 2.96622586250305
[pos], 1799, 901.182922363281, 672.182250976563, 3.08171367645264
[pos], 1816, 890.577087402344, 672.2041015625, 3.19184684753418
[pos], 1833, 879.978332519531, 671.05126953125, 3.3024754524231
[pos], 1849, 869.491516113281, 668.712829589844, 3.41395378112793
[pos], 1866, 859.273193359375, 665.199157714844, 3.5240490436554
[pos], 1883, 849.53125, 660.575134277344, 3.6377739906311
